X,         Y      ,Time,Street,        Offense,Date     ,Tract,Lat,Long
1371035.055,416047.1189,33411,618 N HOMEWOOD AV,RAPE,6/22/91,130300,40.45547824,-79.89719276
1348967.821,417582.0102,33411,1 TWENTY-EIGHTH ST,AGGRAVATED ASSAULT,6/22/91,20300,40.45819033,-79.97660488
1363455.43,418808.669,33411,130 N HIGHLAND AV,ROBBERY,6/22/91,111500,40.46254733,-79.92466611
1359982.003,422458.5382,33411,5220 SCHENLEY AV,ROBBERY,6/22/91,101600,40.47232765,-79.93747017
1365071.424,387080.5474,33412,5006 BARBERRY ST,ROBBERY,6/23/91,310200,40.37558875,-79.91606368
1348612.577,400574.836,33412,721 FISHER ST,ROBBERY,6/23/91,160600,40.4114959,-79.97634048
1343569.715,412131.1889,33412,700 WILLIAM PENN PL,AGGRAVATED ASSAULT,6/23/91,20100,40.44285751,-79.99549939
1356116.674,414299.2819,33412,195 N CRAIG ST,ROBBERY,6/23/91,40400,40.44967393,-79.9506286
1342299.409,415724.27,33412,415 LOCKHART ST,ROBBERY,6/23/91,230400,40.45262855,-80.0003908
1351686.864,419221.7286,33412,3400 BUTLER ST,ROBBERY,6/23/91,60300,40.46287766,-79.96698464
1364683.974,422035.6529,33412,916 N HIGHLAND AV,ROBBERY,6/23/91,110600,40.47148562,-79.92053724
1363779.524,424178.8536,33412,5600 BRYANT ST,ROBBERY,6/23/91,110200,40.47730583,-79.92397677
1342733.485,409927.6185,33413,110 GRANT ST,ROBBERY,6/24/91,20100,40.43675228,-79.9983013
1351341.718,410356.3329,33413,200 BURROWS ST,AGGRAVATED ASSAULT,6/24/91,40200,40.43852611,-79.96742474
1346537.706,410907.1788,33413,1 REED ST,RAPE,6/24/91,20100,40.43970533,-79.9847281
1348721.373,411897.0865,33413,2174 ELMORE SQ,AGGRAVATED ASSAULT,6/24/91,51100,40.44257316,-79.97697512
1343583.314,412792.6608,33413,1000 PENN AV,ROBBERY,6/24/91,20100,40.44467361,-79.99551097
1376771.123,413919.8166,33413,1700 CRESTLINE DR,ROBBERY,6/24/91,130600,40.45002146,-79.87640221
1350710.919,415254.642,33413,800 FRANCIS ST,AGGRAVATED ASSAULT,6/24/91,50900,40.4519242,-79.97013258
1337165.535,415484.9658,33413,1001 WESTERN AV,ROBBERY,6/24/91,210800,40.45161134,-80.01881034
1341249.957,415880.6288,33413,255 E OHIO ST,ROBBERY,6/24/91,220400,40.45298415,-80.00417494
1374354.119,416987.5202,33413,1000 MOHLER ST,ROBBERY,6/24/91,130100,40.45827976,-79.88535094
1366444.028,418099.943,33413,6500 FRANKSTOWN AV,ROBBERY,6/24/91,120800,40.46080397,-79.91386632
1364145.279,418583.5936,33413,6209 BROAD ST,ROBBERY,6/24/91,111500,40.46197629,-79.92216774
1366925.974,420173.9289,33413,600 LARIMER AV,ROBBERY,6/24/91,120400,40.46652772,-79.91231732
1342339.86,425298.8761,33413,1423 CHICAGO ST,AGGRAVATED ASSAULT,6/24/91,260900,40.47890499,-80.0011224
1365865.094,407888.1805,33414,2400 BEECHWOOD BL,ROBBERY,6/25/91,140800,40.43274222,-79.91504663
1348866.251,412426.1359,33414,2100 ROSE ST,ROBBERY,6/25/91,51100,40.44403496,-79.97650269
1338609.991,415184.6662,33414,808 RIDGE AV,ROBBERY,6/25/91,220100,40.45088903,-80.01359406
1335775.611,415588.9699,33414,1000 FULTON ST,RAPE,6/25/91,210700,40.45179862,-80.02381269
1361765.574,419378.0149,33414,5601 PENN AV,ROBBERY,6/25/91,111500,40.46399532,-79.93078789
1365379.418,420023.0566,33414,6200 AUBURN ST,ROBBERY,6/25/91,120800,40.46600963,-79.91786077
1371170.839,420590.2387,33414,1400 LINCOLN AV,ROBBERY,6/25/91,120200,40.46795442,-79.89710185
1348578.188,410019.8234,33415,2000 FORBES AV,ROBBERY,6/26/91,10300,40.43741181,-79.9773193
1353933.816,411496.6745,33415,3700 FIFTH AV,ROBBERY,6/26/91,40500,40.44183363,-79.95821776
1348619.896,413081.0522,33415,2149 WYLIE AV,RAPE,6/26/91,50100,40.44581508,-79.97744687
1352614.615,416452.1814,33415,3300 MONROE ST,ROBBERY,6/26/91,50600,40.45534156,-79.96340202
1360348.146,422588.5428,33415,5300 MOSSFIELD ST,RAPE,6/26/91,101600,40.47270929,-79.93616609
1336920.012,401989.9056,33416,1200 ORANGEWOOD ST,ROBBERY,6/27/91,191600,40.41456231,-80.01844682
1351379.787,410417.0818,33416,177 BURROWS ST,AGGRAVATED ASSAULT,6/27/91,51000,40.43869544,-79.9672935
1372241.127,414258.3629,33416,400 N BRADDOCK AV,ROBBERY,6/27/91,140500,40.45064997,-79.89270409
1319332.949,416018.964,33416,3606 NORTH CT,AGGRAVATED ASSAULT,6/27/91,280800,40.45180145,-80.08291613
1352965.574,419796.5519,33416,300 THIRTY-SEVENTH ST,ROBBERY,6/27/91,60300,40.46454307,-79.96244231
1371462.871,420947.0317,33416,1500 LINCOLN AV,AGGRAVATED ASSAULT,6/27/91,120200,40.468953,-79.89608371
1344100.78,404496.6658,33417,812 E WARRINGTON AV,ROBBERY,6/28/91,180300,40.42194455,-79.99289542
1353409.166,410586.0196,33417,3440 FORBES AV,ROBBERY,6/28/91,40500,40.43929865,-79.96002024
1346500.963,410778.6557,33417,1 PRIDE ST,ROBBERY,6/28/91,20100,40.4393501,-79.98484837
1350809.65,412150.9538,33417,2498 WARING CT,RAPE,6/28/91,51000,40.4434141,-79.96949766
1356555.889,413113.8614,33417,200 S CRAIG ST,ROBBERY,6/28/91,40400,40.446451,-79.94894486
1342648.362,413184.9933,33417,1 TWENTY-NINTH ST,ROBBERY,6/28/91,20100,40.44568492,-79.99890497
1355216.45,414924.7615,33417,4400 CENTRE AV,ROBBERY,6/28/91,50700,40.45132872,-79.95391833
1368335.603,415425.6033,33417,6900 THOMAS BL,ROBBERY,6/28/91,140500,40.45359214,-79.90683576
1362303.702,415462.6668,33417,5822 WALNUT ST,ROBBERY,6/28/91,70600,40.45328747,-79.92850739
1340653.284,416846.3244,33417,1100 FEDERAL ST,ROBBERY,6/28/91,220600,40.45559229,-80.00640695
1338087.984,417786.2876,33417,1600 BRIGHTON RD,ROBBERY,6/28/91,250300,40.45799136,-80.01570895
1337364.595,418388.8868,33417,850 CALIFORNIA AV,ROBBERY,6/28/91,250700,40.45959398,-80.0183633
1365032.342,418910.8117,33417,100 LARIMER AV,ROBBERY,6/28/91,111500,40.46293407,-79.91900963
1345764.646,404202.1415,33418,25 MT. OLIVER ST,ROBBERY,6/29/91,170600,40.42125218,-79.98689444
1355199.301,407869.3264,33418,3259 DAWSON ST,ROBBERY,6/29/91,40900,40.43196643,-79.95334747
1342901.365,410307.5528,33418,301 GRANT ST,ROBBERY,6/29/91,20100,40.43780659,-79.99773312
1342481.356,410757.0522,33418,400 FOURTH AV,ROBBERY,6/29/91,20100,40.43901072,-79.99928266
1342544.436,410860.258,33418,414 SMITHFIELD ST,ROBBERY,6/29/91,20100,40.43929833,-79.99906555
1355827.782,414158.1471,33418,200 N DITHRIDGE ST,ROBBERY,6/29/91,50700,40.44926688,-79.95165367
1340606.71,414947.3058,33418,1 S COMMONS ST,ROBBERY,6/29/91,220400,40.45037794,-80.00639992
1336802.689,415494.9698,33418,900 BIDWELL ST,ROBBERY,6/29/91,210700,40.4516132,-80.02011464
1342419.862,416261.507,33418,528 E OHIO ST,ROBBERY,6/29/91,230400,40.45411121,-80.00000729
1371876.56,416654.1643,33418,7300 FRANKSTOWN AV,ROBBERY,6/29/91,130300,40.4572002,-79.89422267
1362219.348,419075.6513,33418,5704 PENN AV,ROBBERY,6/29/91,111500,40.46319634,-79.92913074
1365705.528,419657.6194,33418,38 MAYFLOWER ST,AGGRAVATED ASSAULT,6/29/91,120800,40.46502878,-79.91665685
1371091.998,427874.6529,33418,800 FREEPORT RD,ROBBERY,6/29/91,120100,40.4879388,-79.89802188
1353130.907,410320.7248,33419,3400 FORBES AV,ROBBERY,6/30/91,40500,40.43855153,-79.96099574
1349599.353,413576.5524,33419,2312 WYLIE AV,ROBBERY,6/30/91,50100,40.44724255,-79.97397366
1371383.192,417103.6685,33419,7200 IDLEWILD ST,AGGRAVATED ASSAULT,6/30/91,130200,40.45840082,-79.89603435
1371383.192,417103.6685,33419,7200 IDLEWILD ST,AGGRAVATED ASSAULT,6/30/91,130200,40.45840082,-79.89603435
1359906.061,418997.9652,33419,233 S AIKEN AV,ROBBERY,6/30/91,80600,40.46282619,-79.93743499
1364746.086,409883.7615,33420,1700 SHADY AV,ROBBERY,7/1/91,140800,40.43814306,-79.91924128
1344888.178,410732.8254,33420,1000 FIFTH AV,ROBBERY,7/1/91,10300,40.43911217,-79.99063646
1341396.62,411480.3603,33420,119 FORBES AV,ROBBERY,7/1/91,20100,40.44091965,-80.00324471
1349659.596,412880.8856,33420,2300 CENTRE AV,AGGRAVATED ASSAULT,7/1/91,50100,40.44533772,-79.97369434
1356123.101,414356.8563,33420,4600 BAYARD ST,ROBBERY,7/1/91,40400,40.44983236,-79.95061066
1361045.645,416407.5041,33420,567 S NEGLEY AV,ROBBERY,7/1/91,70500,40.45579498,-79.93311059
1326677.591,416488.1292,33420,910 DITZLER ST,ROBBERY,7/1/91,202200,40.45361839,-80.05657774
1341818.624,416940.1555,33420,1008 CEDAR AV,RAPE,7/1/91,230400,40.45593142,-80.00222927
1367486.033,420120.9404,33420,635 THOMPSON AV,RAPE,7/1/91,120400,40.46641993,-79.91030037
1367652.999,409111.3738,33421,2005 BEECHWOOD BL,ROBBERY,7/2/91,140800,40.43621901,-79.90873331
1353592.935,409818.4776,33421,300 HALKET PL,ROBBERY,7/2/91,40900,40.43720503,-79.95929125
1342599.153,411009.1437,33421,400 FORBES AV,ROBBERY,7/2/91,20100,40.43971072,-79.99888266
1342840.011,412600.1675,33421,905 PENN AV,ROBBERY,7/2/91,20100,40.44409349,-79.99816312
1370945.64,415860.4897,33421,600 N HOMEWOOD AV,ROBBERY,7/2/91,130300,40.45496013,-79.89749767
1359564.698,416928.9956,33421,5401 BAUM BL,ROBBERY,7/2/91,80600,40.45712542,-79.93847718
1361745.729,419343.2848,33421,5600 PENN AV,ROBBERY,7/2/91,111500,40.46389868,-79.93085611
1342877.263,424380.1633,33421,700 MT. PLEASANT RD,AGGRAVATED ASSAULT,7/2/91,260900,40.47642154,-79.99910711
1363722.066,406802.0273,33422,5824 FORWARD AV,ROBBERY,7/3/91,141400,40.42961717,-79.92264667
1343637.702,410484.5457,33422,564 FORBES AV,ROBBERY,7/3/91,20100,40.43834369,-79.99510482
1340848.892,410855.3428,33422,600 STANWIX ST,ROBBERY,7/3/91,20100,40.43916617,-80.00515456
1377761.184,416358.7042,33422,2434 PARK HILL DR,RAPE,7/3/91,130600,40.45677963,-79.87305641
1373823.662,417518.498,33422,1200 NOLAN CT,AGGRAVATED ASSAULT,7/3/91,130100,40.45970164,-79.88730283
1355470.07,409858.1654,33423,432 ATWOOD ST,ROBBERY,7/4/91,40600,40.43744263,-79.95255328
1364780.03,409910.8514,33423,5901 FORBES AV,ROBBERY,7/4/91,140300,40.43821969,-79.91912176
1351021.68,410577.9449,33423,237 BURROWS ST,AGGRAVATED ASSAULT,7/4/91,51000,40.43911218,-79.96859414
1342666.21,413053.7558,33423,100 NINTH ST,ROBBERY,7/4/91,20100,40.44532603,-79.99882886
1350063.785,413844.2676,33423,2425 WYLIE AV,AGGRAVATED ASSAULT,7/4/91,50100,40.44800928,-79.97232966
1360590.427,413951.7301,33423,5400 KENTUCKY AV,ROBBERY,7/4/91,70300,40.44902506,-79.93452764
1372986.018,414144.931,33423,7800 SUSQUEHANNA ST,AGGRAVATED ASSAULT,7/4/91,130400,40.45038827,-79.89001843
1362915.06,415131.7844,33423,921 COLLEGE AV,ROBBERY,7/4/91,70600,40.45242085,-79.92628193
1371779.024,417511.1244,33423,7244 MONTICELLO ST,MURDER/MANSLAUGHTER,7/4/91,130200,40.45954535,-79.89464785
1365786.411,418261.5852,33423,6309 BROAD ST,ROBBERY,7/4/91,111500,40.46120329,-79.91624318
1359416.159,418498.3728,33423,300 S ATLANTIC AV,ROBBERY,7/4/91,80600,40.46142191,-79.93915059
1364145.279,418583.5936,33423,6209 BROAD ST,ROBBERY,7/4/91,111500,40.46197629,-79.92216774
1361765.574,419378.0149,33423,5601 PENN AV,ROBBERY,7/4/91,111500,40.46399532,-79.93078789
1351000.255,419506.9066,33423,100 THIRTY-FOURTH ST,ROBBERY,7/4/91,60300,40.46361289,-79.96947721
1338797.389,421093.5594,33423,304 ELSDON ST,AGGRAVATED ASSAULT,7/4/91,261400,40.46711672,-80.01346504
1354401.754,410517.8237,33424,300 MEYRAN AV,ROBBERY,7/5/91,40500,40.43917963,-79.95644924
1350650.858,412473.8575,33424,2410 WARING CT,ROBBERY,7/5/91,51000,40.44428923,-79.97009715
1363918.673,420176.8477,33424,6000 EAST LIBERTY BL,ROBBERY,7/5/91,111500,40.46633312,-79.92312277
1340507.56,402901.4557,33425,100 SYLVANIA AV,ROBBERY,7/6/91,180900,40.41731592,-80.00565065
1342924.159,404445.0513,33425,600 E WARRINGTON AV,AGGRAVATED ASSAULT,7/6/91,180300,40.42172082,-79.9971154
1342924.159,404445.0513,33425,600 E WARRINGTON AV,ROBBERY,7/6/91,180300,40.42172082,-79.9971154
1367652.999,409111.3738,33425,2005 BEECHWOOD BL,ROBBERY,7/6/91,140800,40.43621901,-79.90873331
1351440.329,412518.6745,33425,409 ROBINSON CT,RAPE,7/6/91,51000,40.44446666,-79.96726561
1356170.623,413305.6659,33425,100 S DITHRIDGE ST,ROBBERY,7/6/91,40400,40.446951,-79.95034586
1358269.654,415131.8105,33425,5021 BAYARD ST,ROBBERY,7/6/91,70900,40.45210551,-79.94296922
1374904.011,415620.3129,33425,8036 BENNETT ST,AGGRAVATED ASSAULT,7/6/91,130600,40.45456436,-79.88325673
1358354.249,416417.391,33425,5112 BAUM BL,ROBBERY,7/6/91,70900,40.45563909,-79.94278003
1340356.712,418032.9846,33425,1507 FEDERAL ST,ROBBERY,7/6/91,250300,40.45882779,-80.00758133
1360546.561,418540.5109,33425,5600 FRIENDSHIP AV,AGGRAVATED ASSAULT,7/6/91,80700,40.46161439,-79.93509314
1356330.581,418702.3882,33425,300 PEARL ST,ROBBERY,7/6/91,80200,40.46177129,-79.95025437
1339987.652,419178.0455,33425,1 UNIVERSITY DR,ROBBERY,7/6/91,261400,40.46194404,-80.00901243
1371069.382,419531.3396,33425,1227 GROTTO ST,RAPE,7/6/91,120200,40.46504184,-79.89737386
1369007.476,420549.4396,33425,6500 APPLE AV,ROBBERY,7/6/91,120300,40.46769783,-79.9048714
1343003.625,424393.2527,33425,755 MT. PLEASANT RD,ROBBERY,7/6/91,260900,40.47646629,-79.99865423
1334263.818,424735.572,33425,1200 WOODS RUN AV,ROBBERY,7/6/91,270800,40.47679057,-80.03009167
1370251.135,412176.7126,33426,7400 BEN HUR ST,ROBBERY,7/7/91,140600,40.4448048,-79.89967041
1373856.388,414059.6246,33426,7900 TIOGA ST,AGGRAVATED ASSAULT,7/7/91,130400,40.45021202,-79.88688451
1371973.853,416665.7945,33426,7315 FRANKSTOWN AV,RAPE,7/7/91,130200,40.4572386,-79.89387416
1340562.248,417004.5744,33426,1200 FEDERAL ST,ROBBERY,7/7/91,220600,40.45602016,-80.00674851
1338015.235,418096.7848,33426,1710 BRIGHTON RD,RAPE,7/7/91,250300,40.45883827,-80.01599893
1326752.516,418931.7852,33426,500 STADIUM ST,ROBBERY,7/7/91,201800,40.46032928,-80.05653791
1363918.673,420176.8477,33426,6000 EAST LIBERTY BL,ROBBERY,7/7/91,111500,40.46633312,-79.92312277
1355147.168,425292.8051,33426,5165 BUTLER ST,ROBBERY,7/7/91,101100,40.47977522,-79.95509735
1348884.648,399473.0889,33427,827 CRESSWELL ST,ROBBERY,7/8/91,160600,40.40849138,-79.97526406
1342472.295,403870.9392,33427,500 CLIMAX ST,ROBBERY,7/8/91,180900,40.42011382,-79.99868533
1349513.015,410252.1844,33427,2202 FIFTH AV,ROBBERY,7/8/91,10300,40.4381141,-79.973983
1354771.346,412238.9485,33427,4022 FIFTH AV,ROBBERY,7/8/91,40300,40.44392798,-79.95527624
1350134.36,400047.8255,33428,1056 FISHER ST,AGGRAVATED ASSAULT,7/9/91,160600,40.41015488,-79.97082968
1344689.354,400592.8958,33428,50 KNOX AV,ROBBERY,7/9/91,300100,40.41127314,-79.99042645
1344436.854,404475.4265,33428,900 E WARRINGTON AV,ROBBERY,7/9/91,180300,40.42190969,-79.9916868
1347675.822,410464.9215,33428,100 DINWIDDIE ST,RAPE,7/9/91,30500,40.4385707,-79.98060042
1346480.577,410534.8278,33428,1502 FIFTH AV,ROBBERY,7/9/91,10300,40.43867959,-79.98489942
1340848.892,410855.3428,33428,600 STANWIX ST,ROBBERY,7/9/91,20100,40.43916617,-80.00515456
1332156.567,411456.7217,33428,639 WALBRIDGE ST,ROBBERY,7/9/91,202000,40.44020294,-80.03642822
1336339.352,411882.8372,33428,1500 W CARSON ST,RAPE,7/9/91,192100,40.44166849,-80.02144519
1344170.64,412724.7994,33428,1101 LIBERTY AV,ROBBERY,7/9/91,20100,40.44452837,-79.99339525
1369160.785,414207.8477,33428,7100 PENN AV,ROBBERY,7/9/91,140600,40.45030568,-79.90376474
1340061.992,416760.797,33428,200 W NORTH AV,ROBBERY,7/9/91,220600,40.45531611,-80.0085232
1340156.414,417444.972,33428,1325 REDDOUR ST,AGGRAVATED ASSAULT,7/9/91,220600,40.45720018,-80.00824687
1339079.427,417624.4706,33428,500 JACKSONIA ST,ROBBERY,7/9/91,250300,40.45761708,-80.01213236
1340083.067,418936.5837,33428,1600 PERRYSVILLE AV,ROBBERY,7/9/91,261400,40.46128814,-80.00864744
1345353.666,419166.3554,33428,1325 DIANA ST,AGGRAVATED ASSAULT,7/9/91,262000,40.4622871,-79.98973302
1351864.494,401831.0461,33429,300 DEVLIN ST,ROBBERY,7/10/91,160300,40.41516755,-79.96477918
1343993.652,402265.3553,33429,302 ZARA ST,ROBBERY,7/10/91,300100,40.4158141,-79.99307653
1353184.377,409251.1556,33429,308 CRAFT AV,ROBBERY,7/10/91,40900,40.43562016,-79.96070753
1342302.001,411545.6176,33429,500 WOOD ST,ROBBERY,7/10/91,20100,40.44116208,-79.99999897
1370782.467,417349.0433,33429,922 N LANG AV,ROBBERY,7/10/91,130200,40.45903409,-79.89821395
1357012.329,419058.6899,33429,4742 FRIENDSHIP AV,ROBBERY,7/10/91,80900,40.46279562,-79.94783691
1358963.792,420394.8837,33429,305 N EVALINE ST,ROBBERY,7/10/91,101700,40.46659542,-79.94094488
1370582.884,422352.2645,33429,6953 LEMINGTON AV,ROBBERY,7/10/91,120100,40.47275046,-79.89936854
1354102.525,423343.1445,33429,184 FORTY-SEVENTH ST,ROBBERY,7/10/91,90100,40.47435347,-79.95867617
1349949.104,407911.5426,33430,1 S TWENTY-THIRD ST,ROBBERY,7/11/91,160900,40.43172121,-79.97220525
1364285.387,411226.0513,33430,5858 NORTHUMBERLAND ST,RAPE,7/11/91,140300,40.44179546,-79.9210144
1347398.311,411238.7464,33430,152 REED ROBERTS CT,ROBBERY,7/11/91,30500,40.44067492,-79.98166733
1349529.017,414593.6465,33430,2400 BEDFORD AV,AGGRAVATED ASSAULT,7/11/91,50100,40.45002872,-79.97431833
1374331.379,415020.9811,33430,631 OAKWOOD ST,ROBBERY,7/11/91,130400,40.4528817,-79.88526178
1366134.378,417106.2036,33430,6400 DAHLEM ST,ROBBERY,7/11/91,120800,40.45805615,-79.91489126
1359591.005,419621.3423,33430,5300 PENN AV,ROBBERY,7/11/91,80900,40.4645154,-79.93862243
1360172.801,419642.5322,33430,5400 PENN AV,ROBBERY,7/11/91,80900,40.4646131,-79.936534
1371091.998,427874.6529,33430,800 FREEPORT RD,ROBBERY,7/11/91,120100,40.4879388,-79.89802188
1338355.918,406789.7377,33431,472 BELONDA ST,AGGRAVATED ASSAULT,7/12/91,191400,40.42783467,-80.01373355
1346425.633,407013.9656,33431,1314 E CARSON ST,AGGRAVATED ASSAULT,7/12/91,170200,40.4290141,-79.98477669
1338930.559,407779.6615,33431,356 GRACE ST,RAPE,7/12/91,191400,40.43059153,-80.01176117
1361765.45,412604.1606,33431,5500 WILKINS AV,ROBBERY,7/12/91,140100,40.44540682,-79.93018738
1372545.633,414779.6377,33431,7600 TIOGA ST,ROBBERY,7/12/91,130400,40.45210072,-79.89165567
1369866.128,415245.7619,33431,400 N LANG AV,ROBBERY,7/12/91,140500,40.45320109,-79.90132189
1320988.843,415403.451,33431,346 VILLAGE RD,RAPE,7/12/91,280800,40.45023237,-80.07690982
1342548.565,416000.919,33431,533 AVERY ST,AGGRAVATED ASSAULT,7/12/91,230400,40.45340513,-79.99952111
1367950.695,416091.3063,33431,6801 MCPHERSON ST,AGGRAVATED ASSAULT,7/12/91,140500,40.45539313,-79.90827693
1357490.347,416156.3111,33431,4900 BAUM BL,ROBBERY,7/12/91,80400,40.45486373,-79.94586017
1369047.553,416783.7988,33431,700 N DALLAS AV,AGGRAVATED ASSAULT,7/12/91,120700,40.45736696,-79.90439726
1345334.951,403351.0079,33432,1526 ARLINGTON AV,AGGRAVATED ASSAULT,7/13/91,180300,40.41888668,-79.98835979
1359039.913,405746.4797,33432,600 GREENFIELD AV,AGGRAVATED ASSAULT,7/13/91,151700,40.42640319,-79.93936631
1349376.805,406757.2383,33432,2200 E CARSON ST,ROBBERY,7/13/91,160900,40.4285141,-79.974156
1349507.55,408070.456,33432,1 S TWENTY-SECOND ST,ROBBERY,7/13/91,160900,40.43212678,-79.97380528
1347675.822,410464.9215,33432,100 DINWIDDIE ST,ROBBERY,7/13/91,30500,40.4385707,-79.98060042
1332181.011,411888.0701,33432,218 STEUBEN ST,ROBBERY,7/13/91,202000,40.44138833,-80.03638054
1355216.45,414924.7615,33432,4400 CENTRE AV,ROBBERY,7/13/91,50700,40.45132872,-79.95391833
1342050.88,415937.9628,33432,606 CEDAR AV,RAPE,7/13/91,230400,40.45319756,-80.00130313
1360862.816,417384.082,33432,400 S NEGLEY AV,RAPE,7/13/91,80700,40.45846245,-79.93385416
1363861.628,418764.8081,33432,200 N SHERIDAN AV,ROBBERY,7/13/91,111500,40.46245441,-79.92320285
1366276.128,419861.0252,33432,500 LARIMER AV,AGGRAVATED ASSAULT,7/13/91,120800,40.46562537,-79.91462465
1338891.034,420873.569,33432,300 E BURGESS ST,ROBBERY,7/13/91,261400,40.46651964,-80.01310833
1342122.798,424140.1377,33432,300 PENFORT ST,AGGRAVATED ASSAULT,7/13/91,260900,40.47571012,-80.00179623
1342198.211,425139.593,33432,1328 CHICAGO ST,AGGRAVATED ASSAULT,7/13/91,260900,40.47845799,-80.00161683
1344994.167,396348.7985,33433,1600 BROWNSVILLE RD,AGGRAVATED ASSAULT,7/14/91,290100,40.399648,-79.98894581
1345425.367,409314.819,33433,1100 BLUFF ST,ROBBERY,7/14/91,10300,40.43525838,-79.98857805
1353907.383,411492.6667,33433,100 ATWOOD ST,ROBBERY,7/14/91,40500,40.44182082,-79.95831233
1356457.501,413655.2662,33433,128 N CRAIG ST,ROBBERY,7/14/91,40400,40.44792997,-79.9493467
1341135.853,414519.9352,33433,300 FEDERAL ST,ROBBERY,7/14/91,220500,40.44924228,-80.00446002
1342763.842,416039.9426,33433,611 AVERY ST,AGGRAVATED ASSAULT,7/14/91,230400,40.45352726,-79.99875136
1366444.952,418800.0975,33433,300 PAULSON AV,ROBBERY,7/14/91,120800,40.46272537,-79.91392465
1339081.271,419957.3829,33433,2123 WILSON AV,RAPE,7/14/91,261400,40.46401892,-80.01234048
1344929.136,397253.5314,33434,1 BIRMINGHAM AV,AGGRAVATED ASSAULT,7/15/91,290200,40.40212618,-79.98926159
1364746.086,409883.7615,33434,1700 SHADY AV,ROBBERY,7/15/91,140800,40.43814306,-79.91924128
1351405.435,410384.7176,33434,192 BURROWS ST,ROBBERY,7/15/91,40200,40.4386084,-79.96719846
1318923.239,414725.671,33434,2072 SOUTH CT,AGGRAVATED ASSAULT,7/15/91,280800,40.4482229,-80.084265
1364542.267,414960.4981,33434,1059 SHADY AV,ROBBERY,7/15/91,140400,40.45206073,-79.92042149
1336030.671,415277.2235,33434,1241 WESTERN AV,AGGRAVATED ASSAULT,7/15/91,210800,40.45096118,-80.02286767
1335461.811,416538.4541,33434,1313 PENNSYLVANIA AV,ROBBERY,7/15/91,210700,40.4543819,-80.02502778
1342256.08,416801.9094,33434,521 SUISMON ST,ROBBERY,7/15/91,230400,40.45558267,-80.00064512
1359564.698,416928.9956,33434,5401 BAUM BL,ROBBERY,7/15/91,80600,40.45712542,-79.93847718
1361860.293,419581.6975,33434,200 N NEGLEY AV,ROBBERY,7/15/91,111500,40.46456068,-79.93046565
1370084.432,421038.5062,33434,1300 PAULSON AV,ROBBERY,7/15/91,120300,40.46911197,-79.90104464
1347788.83,407266.5307,33435,1810 SIDNEY ST,MURDER/MANSLAUGHTER,7/16/91,170200,40.42980175,-79.97990445
1336662.232,416074.051,33435,1101 W NORTH AV,AGGRAVATED ASSAULT,7/16/91,210700,40.45319233,-80.02067267
1370935.32,407406.5379,33436,7511 HUTCHINSON ST,ROBBERY,7/17/91,141000,40.43176024,-79.89679632
1342195.016,411360.5022,33436,446 WOOD ST,ROBBERY,7/17/91,20100,40.44064662,-80.00036627
1362196.936,415411.5893,33436,5800 WALNUT ST,ROBBERY,7/17/91,70600,40.45314008,-79.9288864
1321069.106,415463.0506,33436,271 VILLAGE RD,AGGRAVATED ASSAULT,7/17/91,280800,40.45040172,-80.07662716
1372520.392,416495.9554,33436,7401 FRANKSTOWN AV,ROBBERY,7/17/91,130200,40.45680893,-79.89189591
1361745.729,419343.2848,33436,5600 PENN AV,ROBBERY,7/17/91,111500,40.46389868,-79.93085611
1366316.366,419349.5048,33436,140 CARVER ST,ROBBERY,7/17/91,120800,40.46422438,-79.91443502
1339207.057,422510.7018,33436,2600 LELAND ST,ROBBERY,7/17/91,261500,40.47103429,-80.01212359
1337630.687,426480.4921,33436,160 RIVERVIEW PARK,ROBBERY,7/17/91,260200,40.48181672,-80.01815412
1332764.963,427626.0358,33436,1277 BENTON AV,ROBBERY,7/17/91,270800,40.48461583,-80.03574657
1351857.469,402690.1092,33437,3200 ARLINGTON AV,AGGRAVATED ASSAULT,7/18/91,160400,40.41752446,-79.96488177
1346265.965,406487.2095,33437,17 ENON WY,AGGRAVATED ASSAULT,7/18/91,170200,40.42755753,-79.98530216
1351485.08,410420.1987,33437,182 BURROWS ST,AGGRAVATED ASSAULT,7/18/91,40200,40.43871125,-79.96691562
1356942.249,413719.6093,33437,4700 ELLSWORTH AV,ROBBERY,7/18/91,40400,40.44813966,-79.94761125
1351937.498,413874.6275,33437,447 ROBINSON CT,AGGRAVATED ASSAULT,7/18/91,51000,40.44822182,-79.96560211
1372990.15,414546.4143,33437,7700 TIOGA ST,AGGRAVATED ASSAULT,7/18/91,130400,40.45149029,-79.89003855
1340606.71,414947.3058,33437,1 S COMMONS ST,RAPE,7/18/91,220400,40.45037794,-80.00639992
1371575.902,415022.0587,33437,7400 SUSQUEHANNA ST,ROBBERY,7/18/91,130300,40.45270136,-79.89516034
1359700.318,417831.542,33437,5400 HARRIET ST,ROBBERY,7/18/91,80600,40.45961136,-79.93807032
1363917.916,419997.4822,33437,422 N HIGHLAND AV,ROBBERY,7/18/91,111500,40.46584086,-79.92310962
1371462.871,420947.0317,33437,1500 LINCOLN AV,ROBBERY,7/18/91,120200,40.468953,-79.89608371
1363924.134,421038.6556,33437,700 N BEATTY ST,AGGRAVATED ASSAULT,7/18/91,111300,40.46869842,-79.92317936
